Unnamed: 0,name,address,type,location,Mon_Stime,Mon_Dtime,Tue_Stime,Tue_Dtime,Wed_Stime,Wed_Dtime,Thu_Stime,Thu_Dtime,Fri_Stime,Fri_Dtime,Sat_Stime,Sat_Dtime,Sun_Stime,Sun_Dtime,telephone,lat,lng,district
511,交通部臺灣鐵路管理局臺北運務段樹林站,新北市樹林區鎮前街112號,交通要衝,第二月臺第5車位置,300,0,300,0,300,0,300,0,300,0,300,0,300,0,23815226,24.9913202,121.4244453,樹林區
512,交通部臺灣鐵路管理局臺北運務段樹林站,新北市樹林區鎮前街112號,交通要衝,第三月臺第7車位置,300,0,300,0,300,0,300,0,300,0,300,0,300,0,23815226,24.9913202,121.4244453,樹林區
513,交通部臺灣鐵路管理局臺北運務段樹林站,新北市樹林區鎮前街112號,交通要衝,第一月臺第5車位置,300,0,300,0,300,0,300,0,300,0,300,0,300,0,02-23815226#4962,24.9913202,121.4244453,樹林區
514,國營臺灣鐵路股份有限公司臺北運務段鶯歌站,新北市鶯歌區東鶯里文化路68之1號,交通要衝,第一月台值班站長室門前,300,1439,300,1439,300,1439,300,1439,300,1439,300,1439,300,1435,02-29220908,24.9540419,121.355247,鶯歌區
515,鴻源汽車股份有限公司永和分公司,新北市永和區成功路1段80號,其他,永和區成功 路1段80號,480,1200,480,1200,480,1200,480,1200,480,1200,480,1200,540,1020,226100212,25.0103251,121.5145353,永和區
516,新北市八里垃圾焚化廠溫水游泳池(喬力達休閒管理有限公司),新北市八里區中山路三段413號,其他,入口處櫃檯旁,540,1260,540,1260,540,1260,540,1260,540,1260,540,1260,540,1260,2809-6266,25.1349399,121.3688815,八里區
517,國都汽車股份有限公司淡水服務廠,新北市淡水區中正東路二段59號,其他,顧客休息區,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,26874518,25.1550463,121.4596249,淡水區
518,國都汽車股份有限公司樹林服務廠,新北市樹林區大安路40號,其他,客休室,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,02-82122000轉2081,25.0027146,121.4270148,樹林區
519,景文科技大學,新北市新店區安忠路99號,學校、大型集會場所,圖資大樓,480,1260,480,1260,480,1260,480,1260,480,1260,720,1080,0,0,226657041,24.9521782,121.5105933,新店區
520,新北市政府警察局新店分局闊瀨派出所,新北市坪林區漁光里坪雙路3段6號,其他,闊瀨派出所1樓辦公室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,2283-5302,24.9656325,121.7712287,坪林區
521,國都汽車股份有限公司蘆洲服務廠,新北市蘆洲區正和街23號,其他,營業所展示間,510,1260,510,1260,510,1260,510,1260,510,1260,510,1260,510,1260,920736845,25.0821087,121.4699879,蘆洲區
522,北都汽車股份有限公司安坑服務廠,新北市新店區安和路二段251號,其他,結帳櫃檯旁,480,1200,480,1200,480,1200,480,1200,480,1200,480,1050,480,1020,927011107,24.9775094,121.5165124,新店區
523,智光學校財團法人新北市智光高級商工職業學校,新北市永和區中正路100號,學校、大型集會場所,健康中心門內,470,1325,470,1325,470,1325,470,1325,470,1325,NaN,NaN,NaN,NaN,02-82122000轉2550,24.9956412,121.5143155,永和區
524,景文科技大學,新北市新店區安忠路99號,學校、大型集會場所,電資館一樓電梯口,0,1435,0,1435,0,1435,0,1435,0,1435,0,1435,0,1435,,24.9521782,121.5105933,新店區
525,新北市立聯合醫院板橋院區,新北市板橋區英士路198號,其他,9樓陽光學堂,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,02-86487808,25.0232911,121.4574246,板橋區
526,北都汽車股份有限公司汐止服務廠,新北市汐止區大同路3段110號,其他,1樓客休室,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,(02)2661-6533,25.0770855,121.6710193,汐止區
527,新北市政府警察局新店分局桶壁派出所,新北市烏來區新烏路四段23號,其他,大門進來左手邊,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,978695161,24.8754407,121.5457474,烏來區
528,新北市立聯合醫院,新北市三重區新北市三重區新北大道1段3號,其他,新北大道1段3號後棟2樓牙科門診對面,480,1020,480,1020,480,1020,480,1020,480,1020,480,720,NaN,NaN,(02)26381721分機203,25.0470319,121.4838873,三重區
529,新北市石門區公所,新北市石門區尖鹿里中山路66號,其他,行政大樓入口右側,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,226876363,25.2912481,121.5677719,石門區
530,祥寶尊榮護理之家,新北市板橋區大觀路三段236號6樓,其他,新北市板橋區大觀路三段236號6F,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,480,1080,28968011#311,24.9922026,121.4296291,板橋區
531,國都汽車股份有限公司三重服務廠,新北市三重區溪尾街22號,其他,2樓客戶休息室,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,28968011#311,25.0757306,121.491184,三重區
532,國都汽車股份有限公司土城服務廠,新北市土城區中央路三段4號,其他,國都豐田土城所廠一樓展示間,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,2986-8011#311,24.970159,121.438756,土城區
533,國都汽車股份有限公司三重營業所,新北市三重區三重區重陽路一段10號,其他,營業所展示間,510,1200,510,1200,510,1200,510,1200,510,1200,480,1020,480,1020,931789085,25.0576073,121.4864958,三重區
534,新北市立聯合醫院,新北市三重區新北市三重區新北大道1段3號,其他,新北市立聯合醫院5樓健檢中心大門左側,480,1020,480,1020,480,1020,480,1020,480,1020,480,720,NaN,NaN,29960745-311,25.0470319,121.4838873,三重區
535,新北市立新泰國民中學,新北市新莊區新泰路359號,學校、大型集會場所,新泰國中健康中心旁穿堂,300,1110,300,1110,300,1110,300,1110,300,1110,360,1110,360,1110,02-26182287#129,25.0423785,121.4432967,新莊區
536,新北市私立聖心女子高級中學,新北市八里區龍米路一段263號,學校、大型集會場所,行政大樓,480,960,480,960,480,960,480,960,480,960,NaN,NaN,NaN,NaN,,25.1354563,121.4488318,八里區
537,輔仁大學,新北市新莊區中正路510號,學校、大型集會場所,國璽樓,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,926322572,25.0135671,121.4120828,新莊區
538,家樂福淡新店,新北市淡水區中山北路二段383號,大型購物場所,二樓收銀線出口,540,1380,540,1380,540,1380,540,1380,540,1380,540,1380,540,1380,226616139,25.1879709,121.4436338,淡水區
539,新北市政府警察局新店分局孝義派出所,新北市烏來區孝義里阿玉路2號,其他,值班台旁,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,8221-8618,24.8500698,121.5712935,烏來區
540,國都L中和廠,新北市中和區中山路2段546號,其他,服務廠客休室,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,,25.0051463,121.4849388,中和區
541,世界健身中心新店店,新北市新店區中興路三段1號5樓,其他,大門入口明顯處,360,0,360,0,360,0,360,0,360,0,360,0,360,0,02-26667216#1671,24.9769964,121.5461308,新店區
542,台灣電力股份有限公司訓練所,新北市新店區新烏路3段81號,其他,守衛室,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,29233316,24.9031259,121.553342,新店區
543,CURVES女性30分鐘環狀運動永和福合店,新北市永和區中正路608號4F,學校、大型集會場所,運動圓弧區,660,1260,660,1260,660,1260,660,1260,660,1260,600,810,NaN,NaN,02-85225030,25.0072135,121.5172223,永和區
544,鴻源汽車股份有限公司新莊分公司,新北市新莊區新北大道2段318號,其他,新莊區新北大道2段318號,480,1200,480,1200,480,1200,480,1200,480,1200,480,1200,540,1020,02-22210258,25.0611379,121.463663,新莊區
545,鴻源汽車股份有限公司中和分公司,新北市中和區中正路1155號,其他,中和區中正路1155號,480,1200,480,1200,480,1200,480,1200,480,1200,480,1200,540,1020,02-29926655,25.0082696,121.482067,中和區
546,裕信汽車股份有限公司 新莊分公司,新北市新莊區思源路40-1號,其他,客戶休息區,510,1140,510,1140,510,1140,510,1140,510,1140,510,1050,510,1050,26624453,25.0431818,121.4603873,新莊區
547,新北市政府環境保護局深坑區清潔隊,新北市深坑區深南路51-1號,其他,資源回收場休息室,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,29243919,25.0098708,121.6213628,深坑區
548,新北市私立竹林國民小學,新北市永和區竹林路34號,學校、大型集會場所,辦公室門口,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,22811571#220,25.0145895,121.5170835,永和區
549,新北市立蘆洲國民中學,新北市蘆洲區中正路265號,學校、大型集會場所,健康中心外走廊,480,1320,480,1320,480,1320,480,1320,480,1320,480,1320,480,1320,26413300,25.0875048,121.4671226,蘆洲區
550,新北市汐止忠厚公共托育中心,新北市汐止區樟樹一路137巷26號2樓,其他,門口,450,1230,450,1230,450,1230,450,1230,450,1230,540,1020,510,750,2679-2474,25.0659879,121.640863,汐止區
551,新北市政府警察局三峽分局湖山派出所,新北市鶯歌區大湖路371號,其他,派出所一樓,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,24.9784496,121.3307632,鶯歌區
552,新北市政府警察局三峽分局橫溪派出所,新北市三峽區介壽路3段49號,其他,派出所一樓,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,24.9373571,121.3954828,三峽區
553,新北市政府警察局三峽分局吉埔派出所,新北市三峽區中正路二段451號,其他,新北市三峽區中正路二段451號,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,,24.9064077,121.362271,三峽區
554,華藏教學園區,新北市深坑區大崙尾9號,其他,行政中心,480,1050,480,1050,480,1050,480,1050,480,1050,480,1050,480,1050,02-26182202#225,24.974763,121.616664,深坑區
555,新北市八里區米倉國民小學,新北市八里區龍米路2段129巷1號,學校、大型集會場所,禮堂門口,360,1080,360,1080,360,1080,360,1080,360,1080,NaN,NaN,NaN,NaN,982034632,25.1469458,121.4455037,八里區
556,環球購物中心股份有限公司林口第二分公司,新北市林口區文化三路一段2號,大型購物場所,三樓ATM旁,660,1320,660,1320,660,1320,660,1320,660,1320,660,1320,660,1320,02-24922064#336,25.0665822,121.3616718,林口區
557,萬里加投公共浴室,新北市萬里區加投路205-5號左側,大型公眾浴場或溫泉區,公共浴室階梯入口牆壁上,480,1200,480,1200,480,1200,480,1200,480,1200,480,1200,480,1200,2678-6063,25.2158716,121.6432855,萬里區
558,國都汽車股份有限公司鶯歌服務廠,新北市鶯歌區文化路146號,其他,服務廠客休室,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,2809-3930,24.9507674,121.3520503,鶯歌區
559,國都汽車股份有限公司淡水營業所,新北市淡水區中正東路2段91號,其他,營業所展間,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,2660-2288,25.1678474,121.4458912,淡水區
560,新北市汐止區農會橫科辦事處,新北市汐止區宜興街26號,其他,進門營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,,25.04166,121.6215801,汐止區
561,下罟市民活動中心,新北市八里區中山路一段175號,其他,下罟市民活動中心,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,,25.1585731,121.4121427,八里區
562,CURVES女性30分鐘環狀運動蘆洲長樂店,新北市蘆洲區長樂路106-1號3樓,學校、大型集會場所,店舖內右側牆面,780,1260,780,1260,780,1260,780,1260,780,1260,570,780,NaN,NaN,26628767,25.0890778,121.4619443,蘆洲區
563,北都汽車股份有限公司深坑服務廠,新北市深坑區北深路三段47號,其他,顧客休息室,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,26090977,25.0012153,121.6079844,深坑區
564,國都汽車股份有限公司丹鳳服務廠,新北市新莊區中正路717號,其他,服務廠客休室,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,26090977,25.0289701,121.4242343,新莊區
565,國都汽車股份有限公司林口服務廠,新北市林口區文化一路一段35號,其他,服務廠客休室,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,480,1020,980883815,25.0693644,121.3703262,林口區
566,新北市中和國民運動中心,新北市中和區錦和路350之1號,學校、大型集會場所,主場館4樓,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,2641-3333,24.9925766,121.4870424,中和區
567,新北市汐止區農會中正辦事處,新北市汐止區中正路106號2樓,其他,二樓進門營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,（02）26102217-1110,25.0695413,121.6610343,汐止區
568,新北市八里區八里國民小學,新北市八里區中山路2段338號,學校、大型集會場所,明德樓健康中心,480,960,480,960,480,960,480,960,480,960,NaN,NaN,NaN,NaN,2242-9222 分機111,25.1502446,121.4037903,八里區
569,新北市中和國民運動中心,新北市中和區錦和路350之1號,學校、大型集會場所,主場館2樓,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,02-2911-3861#6229,24.9925766,121.4870424,中和區
570,台灣通用器材股份有限公司,新北市新店區寶橋路233號,其他,一樓餐廳停車場,960,960,960,960,960,960,960,960,960,960,960,960,960,960,(02)2622-6600,24.9789949,121.5509034,新店區
571,香港商世界健身事業有限公司淡水分公司,新北市淡水區大忠街89號2樓,學校、大型集會場所,2F客服櫃台旁,360,1439,360,1439,360,1439,360,1439,360,1439,360,1439,360,1439,02-2911-3861#6229,25.1776963,121.4463823,淡水區
572,台灣通用器材股份有限公司,新北市新店區寶橋路233號,其他,二樓提款機旁,960,960,960,960,960,960,960,960,960,960,960,960,960,960,2640-2200,24.9789949,121.5509034,新店區
573,新北市汐止區農會白雲辦事處,新北市汐止區力行街5號,其他,進門營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,2695-2621,25.051124,121.617295,汐止區
574,新北市汐止區農會社后辦事處,新北市汐止區康寧街412號,其他,進門營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,02-2911-3861#6229,25.0679582,121.6302937,汐止區
575,台灣通用器材股份有限公司,新北市新店區寶橋路233號,其他,一樓作業區,900,900,900,900,900,900,900,900,900,900,900,900,900,900,2643-2222,24.9789949,121.5509034,新店區
576,新北市汐止區農會大新辦事處,新北市汐止區忠孝東路240號,其他,進門營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,2694-6560,25.0670442,121.6626583,汐止區
577,新北市汐止區農會中興辦事處,新北市汐止區福德一路258號,其他,進門營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,2648-0842,25.0645641,121.633188,汐止區
578,新北市汐止區農會大同辦事處,新北市汐止區建成路78號,其他,進門營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,2226-0782,25.0729131,121.6631762,汐止區
579,國都汽車股份有限公司中和服務廠,新北市中和區健康路70號,其他,服務廠客休室,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,930899388,25.0004027,121.4923048,中和區
580,台灣通用器材股份有限公司,新北市新店區寶橋路233號,其他,三樓飲水機旁,960,960,960,960,960,960,960,960,960,960,960,960,960,960,2647-8899,24.9789949,121.5509034,新店區
581,新北市汐止區農會附設幼兒園,新北市汐止區長江街39巷26號,其他,入園後右手邊牆面上,480,990,480,990,480,990,480,990,480,990,NaN,NaN,NaN,NaN,26416666#252,25.072369,121.655324,汐止區
582,新北市汐止區農會休閒中心,新北市汐止區汐萬路三段246號,其他,進門營業廳右手邊牆面上,540,960,540,960,540,960,540,960,540,960,NaN,NaN,NaN,NaN,02-2911-3861#6229,25.097422,121.642402,汐止區
583,台灣通用器材股份有限公司,新北市新店區寶橋路233號,其他,二樓飲水機旁,960,960,960,960,960,960,960,960,960,960,960,960,960,960,28968011#311,24.9789949,121.5509034,新店區
584,國都汽車股份有限公司北板橋服務廠,新北市板橋區中山路2段427號,其他,服務廠客休室,510,1140,510,1140,510,1140,510,1140,510,1140,510,1140,510,1140,02-29180887,25.0199787,121.4810399,板橋區
585,北都汽車股份有限公司新店服務廠,新北市新店區寶橋路233-1號,其他,客戶休息室入口,450,1230,450,1230,450,1230,450,1230,450,1230,510,1050,510,1050,2647-6976,24.9807206,121.5511456,新店區
586,新北市汐止區農會樟樹辦事處,新北市汐止區樟樹一路156號,其他,進大門右手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,25158747,25.0656283,121.6423262,汐止區
587,國都汽車股份有限公司新莊服務廠,新北市新莊區中正路70-2號,其他,服務廠客休室,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,510,1050,02-86682020,25.0383653,121.4591795,新莊區
588,香港商世界健身事業有限公司景平分公司,新北市中和區景平路182號,學校、大型集會場所,客服櫃台,360,0,360,0,360,0,360,0,360,0,360,0,360,0,26416666,24.9924062,121.5164357,中和區
589,新北市汐止區農會信用部,新北市汐止區新台五路一段207號,其他,營業廳左手邊牆面上,510,960,510,960,510,960,510,960,510,960,NaN,NaN,NaN,NaN,02-2911-3861#6229,25.0637253,121.6567136,汐止區
590,台灣通用器材股份有限公司,新北市新店區寶橋路233號,其他,一樓倉庫外,960,960,960,960,960,960,960,960,960,960,960,960,960,960,,24.9789949,121.5509034,新店區
591,新北市立金山高級中學,新北市金山區文化二路2號,學校、大型集會場所,教務處內,450,1020,450,1020,450,1020,450,1020,450,1020,NaN,NaN,NaN,NaN,0289703225-119,25.2245744,121.6369778,金山區
592,新北市立桃子腳國民中小學,新北市樹林區學勤路555號,學校、大型集會場所,k棟圓庭,360,1260,360,1260,360,1260,360,1260,360,1260,360,1140,360,1140,22725015-825,24.9489786,121.3829584,樹林區
593,新北市立大觀國民中學,新北市板橋區僑中一街1號,學校、大型集會場所,校門口旁警衛室,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,02-2248-2688#189,25.0111215,121.4482954,板橋區
594,新北市中和區公所,新北市中和區景平路634-2號,其他,一樓服務中心旁,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,02-89519119*6418,24.9986295,121.5007544,中和區
595,新北市政府消防局,新北市板橋區南雅南路二段15號,其他,收發室前,480,1080,480,1080,480,1080,480,1080,480,1080,NaN,NaN,NaN,NaN,29545725#526,25.0009771,121.4541434,板橋區
596,新北市板橋區海山國民小學,新北市板橋區漢生東路280號,學校、大型集會場所,穿堂,480,960,480,960,480,960,480,960,480,960,NaN,NaN,NaN,NaN,988652337,25.0094765,121.4708245,板橋區
597,新北市新店區安坑國民小學,新北市新店區安忠路36號(安坑國民小學),學校、大型集會場所,林來樓(仁愛樓)校門旁之警衛室,480,1260,480,1260,480,1260,480,1260,480,1260,480,1260,480,1260,2958-3363,24.9610066,121.5135319,新店區
598,國都汽車股份有限公司北永和服務廠,新北市永和區保生路55號,其他,服務廠展間,480,1200,480,1200,480,1200,480,1200,480,1200,480,1020,480,1020,,25.0102004,121.5044097,永和區
599,迪卡儂中和店,新北市中和區中山路二段228號1-3樓,大型購物場所,2樓服務台前,570,1320,570,1320,570,1320,570,1320,570,1320,570,1350,570,1320,26213783#621,25.0029163,121.4989253,中和區
600,新北市淡水區興仁國民小學,新北市淡水區興仁路101巷10號,學校、大型集會場所,穿堂,360,1140,360,1140,360,1140,360,1140,360,1140,480,1110,480,1110,26211347-17,25.2174106,121.4507958,淡水區
601,新北市淡水區水源國民小學,新北市淡水區北新路2段15號,學校、大型集會場所,警衛室(從北新路2段17巷進入),360,1110,360,1110,360,1110,360,1110,360,1110,480,960,480,960,(02)22732000*575,25.1859005,121.4761463,淡水區
602,新北市土城區頂新市民活動中心,新北市土城區中央路四段283之1號,其他,大門入口左側牆壁,540,1260,540,1260,540,1260,540,1260,540,1260,NaN,NaN,NaN,NaN,(02)29103483轉725,24.9527305,121.4118191,土城區
603,新北市新店區新店國民小學,新北市新店區新店路2號,學校、大型集會場所,健康中心外面,420,1290,420,1290,420,1290,420,1290,420,1290,420,1290,420,1290,928135144,24.9529007,121.5401528,新店區
604,福華電子股份有限公司,新北市三峽區中正路一段393號,其他,醫務室外,470,1070,470,1070,470,1070,470,1070,470,1070,NaN,NaN,NaN,NaN,932689719,24.9216319,121.3706682,三峽區
605,全真概念健康事業股份有限公司中和分館,新北市中和區中山路二段291號8-9樓,學校、大型集會場所,9樓樓梯口右手邊,360,0,360,0,360,0,360,0,360,0,360,0,360,0,928846103,25.0018849,121.4957431,中和區
606,新北市五股區公所,新北市五股區中興路四段50號,其他,服務台對面,480,1080,480,1080,480,1080,480,1080,480,1080,NaN,NaN,NaN,NaN,980116186,25.0830835,121.4380729,五股區
607,CURVES女性30分鐘環狀運動三峽店,新北市三峽區文化路65巷8號3樓,學校、大型集會場所,新北市三峽區文化路65巷8號3樓,870,1230,870,1230,870,1230,870,1230,870,1230,600,780,NaN,NaN,987149111,24.935738,121.3720564,三峽區
608,土城秀泰影城股份有限公司,新北市土城區學府路2段210號,大型休閒場所,1樓驗票口後方,570,120,570,120,570,120,570,120,570,120,540,120,540,120,02-22724979,24.9788137,121.445079,土城區
609,臺北捷運板橋站BL07,新北市板橋區站前路5號,交通要衝,B1通道層靠近桌球區,360,1439,360,1439,360,1439,360,1439,360,1439,360,1439,360,1439,02-86625852,25.0143209,121.463561,板橋區
610,東南科技大學,新北市深坑區北深路3段152號,學校、大型集會場所,中山樓一樓夢初體育館門口,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,229105577,25.0031,121.6048287,深坑區
611,合環御寶社區B棟,新北市新店區寶強路18號,其他,B棟一樓大廳,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,229105577,24.9790187,121.5447339,新店區
612,合環御寶社區A棟,新北市新店區寶強路8號,其他,A棟一樓大廳,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,229105577,24.9786071,121.5439828,新店區
613,合環御景社區,新北市新店區寶橋路78巷11號,其他,社區大廳,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921817076,24.9748065,121.5476394,新店區
614,財團法人旺英衛教基金會,新北市新店區永新街30號1樓,其他,財團法人旺英衛教基金會,510,1065,510,1065,510,1065,510,1065,510,1065,NaN,NaN,NaN,NaN,0229062242#311,24.9751868,121.544097,新店區
615,財團法人天主教主顧修女會附設新北市私立泰山奇蹟之家綜合長照機構（泰山奇蹟之家公共托老中心）,新北市泰山區新生路4號,其他,日照無障礙廁所前,450,1080,450,1080,450,1080,450,1080,450,1080,NaN,NaN,NaN,NaN,02-29262121#267,25.0449261,121.4281693,泰山區
616,新北市私立復興高級商工職業學校,新北市永和區秀朗路一段201號,學校、大型集會場所,西側門口會客室(警衛室)內,420,1350,420,1350,420,1350,420,1350,420,1350,NaN,NaN,NaN,NaN,(02)2208-3333,25.0037409,121.5185334,永和區
617,香港商世界健身事業有限公司新莊分公司,新北市新莊區民安路188巷5號,學校、大型集會場所,World gym-3樓有氧教室,360,1439,360,1439,360,1439,360,1439,360,1439,360,1439,360,1439,989104633,25.0230568,121.4247951,新莊區
618,健身工廠中和廠,新北市中和區景平路188號4樓,學校、大型集會場所,健身房入口處牆面上方,360,1439,360,1439,360,1439,360,1439,360,1439,360,1439,480,1439,978371396,24.9923771,121.5165815,中和區
619,愛悅養護中心,新北市三重區光復路二段126巷6號,其他,一樓大廳,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,02-22075911分機759,25.0586855,121.4710019,三重區
620,新北市政府違章建築拆除大隊(新北市新豐綜合行政大樓7樓),新北市新莊區樹新路222號7樓,其他,新北市新豐綜合行政大樓7樓,510,1050,510,1050,510,1050,510,1050,510,1050,NaN,NaN,NaN,NaN,939998379,25.0003262,121.4312436,新莊區
621,遠百愛買南雅分公司,新北市板橋區貴興路101號,大型購物場所,客服中心,510,1380,510,1380,510,1380,510,1380,510,1380,510,1380,510,1380,(02)2258-8886#207,25.0017697,121.4569554,板橋區
622,新北市板橋國民運動中心,新北市板橋區智樂路6號,學校、大型集會場所,一樓泳池外,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,02-26808001,25.022699,121.4577278,板橋區
623,新北市樹林地政事務所,新北市樹林區地政街12號,其他,本所1樓樓梯旁,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,(02)2258-8886#207,24.9715947,121.3946979,樹林區
624,新北市板橋國民運動中心,新北市板橋區智樂路6號,學校、大型集會場所,三樓體適能中心外,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,360,1320,0226651715轉20,25.022699,121.4577278,板橋區
625,新北市石碇區雲海國民小學,新北市石碇區北宜路五段坑內巷1號,學校、大型集會場所,一樓體育教室前,420,1020,420,1020,420,1020,420,1020,420,1020,420,1020,420,1020,958242598,24.9530475,121.6367772,石碇區
626,新北市貢寮區貢寮國民小學,新北市貢寮區學苑街7號,學校、大型集會場所,校門口警衛室,420,1199,420,1199,420,1199,420,1199,420,1199,420,1140,420,1140,24903727*142,25.0216217,121.9142796,貢寮區
627,新北市立豐珠中學,新北市貢寮區美豐里雞母嶺街6之6號,學校、大型集會場所,健康中心,480,960,480,960,480,960,480,960,480,960,600,840,NaN,NaN,24080417#18,25.0638753,121.9018178,貢寮區
628,新北市金山區三和國民小學,新北市金山區重和里六股林口38號,學校、大型集會場所,健康中心旁,360,1080,360,1080,360,1080,360,1080,360,1080,480,960,480,960,22722181#1351,25.222103,121.610791,金山區
629,國立臺灣藝術大學,新北市板橋區大觀路一段59號,學校、大型集會場所,學生第一女宿舍,720,720,720,720,720,720,720,720,720,720,720,720,720,720,,25.005238,121.4475927,板橋區
630,二叭子植物園,新北市新店區新北市新店區雙城路279號,觀光旅遊地區,二叭子植物園,420,1020,420,1020,420,1020,420,1020,420,1020,420,1020,420,1020,,24.9382136,121.5009223,新店區
631,新店建國游泳池,新北市新店區新北市新店區建國路58號,其他,新店建國遊泳池,330,1260,330,1260,330,1260,330,1260,330,1260,330,1260,330,1260,02-2636-0303#1138,24.9752995,121.5406915,新店區
632,馬偕醫學院,新北市三芝區中正路三段46號,學校、大型集會場所,女宿AB棟,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,25.251791,121.4966056,三芝區
633,新北市新店區大豐社福館,新北市新店區民族路110號,其他,1樓服務櫃臺,480,1260,480,1260,480,1260,480,1260,480,1260,480,1260,480,1020,0229112281分機1108,24.9770732,121.53746,新店區
634,新北市新店區公所,新北市新店區北新路1段86號8樓,其他,電梯出口右方,480,1050,480,1050,480,1050,480,1050,480,1050,NaN,NaN,NaN,NaN,26884366分機816,25.1793394,121.4507516,新店區
635,交通部公路總局臺北區監理所,新北市樹林區中正路248巷7號,其他,進大門右側動保辦公室旁,480,1020,480,1020,480,1020,480,1020,480,1020,NaN,NaN,NaN,NaN,02-26616260,25.0091559,121.4189102,樹林區
636,新北市政府警察局新店分局德拉楠派出所,新北市烏來區福山里李茂岸30號,其他,值班台後方,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,(02)2217-1146,24.7622062,121.5141615,烏來區
637,新北市政府警察局新店分局青潭派出所,新北市新店區北宜路2段417號,其他,派出所1樓,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,02-26631285,24.9545715,121.560142,新店區
638,新北市政府警察局新店分局楓子林派出所,新北市石碇區豐林里楓子林32號,其他,1樓進大門右側,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,0,1439,02-29053731#108,25.009234,121.642001,石碇區
639,輔仁大學,新北市新莊區中正路510號,學校、大型集會場所,舒德樓1樓,540,1290,540,1290,540,1290,540,1290,540,1290,540,1080,NaN,NaN,22159265,25.0135671,121.4120828,新莊區
